Student ID,Student Name,Age,Gender,State/City,School/Institution Name,Education Level,Stream/Field of Study,Marks Percentage,No. of Students in Class,Scholarship Status
SID964,Aarav,11.0,Female,Delhi,School_66,Primary,,90.8,49,No
SID965,Rohan,,Others,Chennai,School_8,Postgraduate,Medical,58.08,48,No
SID966,Pooja,17.0,Male,Kolkata,School_98,Undergraduate,Engineering,65.22,27,No
SID967,Karan,17.0,Female,Hyderabad,School_16,Undergraduate,Engineering,66.23,51,Yes
SID968,Priya,8.0,Femle,Mumbai,School_29,Higher Secondary,Commerce,48.7,53,No
SID969,Pooja,21.0,Female,Pune,School_74,Primary,,,59,Yes
SID970,Priya,12.0,Female,Delhi,School_90,Primary,,50.5,57,No
SID971,Karan,13.0,Male,Chennai,School_53,Higher Secondary,Commerce,81.93,20,Noo
SID972,Aditya,13.0,Others,Lucknow,School_54,Primary,,43.14,32,No
SID973,Rohan,18.0,Female,Bangalore,School_32,Postgraduate,Science,47.38,53,Yes
SID974,Priya,19.0,Others,Chennai,School_20,Higher Secondary,Science,74.63,27,No
SID975,Pooja,18.0,Female,Delhi,School_30,Postgraduate,Medical,84.57,25,No
SID976,Aditya,6.0,Others,Hyderabad,School_35,Higher Secondary,Medical,69.5,32,Yes
SID977,Simran,20.0,Female,Hyderabad,School_55,Postgraduate,Engineering,36.54,55,No
SID978,Aditya,7.0,Female,Chennai,School_86,Primary,,56.16,20,No
SID979,Karan,17.0,Others,Chennai,School_76,Primary,,70.98,38,Yes
SID980,Neha,12.0,Male,Mumbai,School_14,Primary,,60.37,55,Yes
SID981,Simran,17.0,Male,Delhi,School_62,Higher Secondary,Medical,48.73,49,No
SID982,Pooja,17.0,Others,Chennai,School_22,Primary,,97.06,20,No
SID983,Priya,15.0,Male,Delhi,School_48,Primary,,57.07,28,Yes
SID984,Aditya,8.0,Male,Pune,School_12,Secondary,,39.91,25,No
SID985,Simran,22.0,Male,Ahmedabad,School_84,Secondary,,39.66,27,No
SID986,Simran,6.0,Male,Jaipur,School_2,Primary,,52.14,53,No
SID987,Priya,17.0,Male,Mumbai,School_69,Secondary,,70.17,35,No
SID988,Karan,11.0,Male,Lucknow,School_24,Postgraduate,Engineering,69.22,29,No
SID989,Aditya,14.0,Others,Bangalore,School_2,Postgraduate,Medical,66.97,27,No
SID990,Karan,24.0,Female,Lucknow,School_31,Higher Secondary,Arts,42.09,54,Yes
SID991,Karan,9.0,Male,Jaipur,School_45,Postgraduate,Arts,85.06,37,No
SID992,Aditya,21.0,Female,Lucknow,School_86,Secondary,,88.55,21,Yes
SID993,Rohan,6.0,Others,Lucknow,School_75,Primary,,91.88,41,No
SID994,Aarav,12.0,Male,Lucknow,School_95,Undergraduate,Science,97.75,35,No
SID995,Aryan,13.0,Female,Kolkata,School_33,Undergraduate,Science,43.11,41,Yes
SID996,Ishita,22.0,Male,Chennai,School_84,Postgraduate,Commerce,92.61,28,Yes
SID997,Aditya,21.0,Female,Ahmedabad,School_63,Undergraduate,Medical,62.46,49,No
SID998,Aryan,8.0,Female,Jaipur,School_92,Primary,,97.25,43,No
SID999,Simran,11.0,Others,Hyderabad,School_74,Undergraduate,Arts,74.06,32,No
SID1000,Priya,7.0,Female,Hyderabad,School_99,Undergraduate,Commerce,98.49,50,No
SID1001,Karan,9.0,Others,Chennai,School_55,Higher Secondary,Science,79.93,33,Yes
SID1002,Ishita,14.0,Others,Ahmedabad,School_40,Secondary,,76.62,36,No
SID1003,Aditya,23.0,Male,Hyderabad,School_65,Secondary,,,52,No
SID1004,Aryan,15.0,Male,Ahmedabad,School_98,Postgraduate,Engineering,70.54,23,No
SID1005,Aryan,,Female,Ahmedabad,School_18,Primary,,54.96,58,Yes
SID1006,Aditya,24.0,Female,Delhi,School_16,Postgraduate,Commerce,70.5,31,No
SID1007,Ishita,8.0,Others,Kolkata,School_74,Undergraduate,Engineering,52.86,47,No
SID1008,Simran,10.0,Female,Ahmedabad,School_61,Postgraduate,Arts,54.47,22,Yes
SID1009,Rohan,17.0,Female,Mumbai,School_64,Secondary,,98.14,56,Yes
SID1010,Simran,10.0,Femle,Bangalore,School_18,Primary,,,44,Yes
SID1011,Neha,9.0,Others,Kolkata,School_65,Undergraduate,Science,36.46,50,No
SID1012,Rohan,,Female,Bangalore,School_23,Primary,,89.16,56,No
SID1013,Aarav,24.0,Female,Delhi,School_17,Undergraduate,Arts,,57,Yes
SID1014,Pooja,18.0,Female,Pune,School_10,Postgraduate,Engineering,78.47,36,No
SID1015,Karan,7.0,Female,Delhi,School_66,Higher Secondary,Engineering,41.9,31,Yes
SID1016,Priya,24.0,Others,Hyderabad,School_71,Secondary,,72.28,35,Yes
SID1017,Aarav,8.0,Female,Ahmedabad,School_100,Postgraduate,Medical,58.37,52,No
SID1018,Priya,22.0,Others,Ahmedabad,School_74,Undergraduate,Commerce,95.54,32,No
SID1019,Priya,7.0,Femle,Bangalore,School_66,Higher Secondary,Science,51.48,43,No
SID1020,Aryan,19.0,Male,Lucknow,School_87,Primary,,67.15,34,Yes
SID1021,Rohan,16.0,Others,Bangalore,School_51,Higher Secondary,Medical,58.41,35,No
SID1022,Karan,7.0,Male,Ahmedabad,School_74,Secondary,,50.69,30,No
SID1023,Rohan,11.0,Female,Jaipur,School_43,Postgraduate,Arts,52.19,54,No
SID1024,Simran,20.0,Female,Bangalore,School_53,Postgraduate,Engineering,45.9,38,Yes
SID1025,Rohan,16.0,Female,Hyderabad,School_43,Primary,,80.93,32,Yes
SID1026,Rohan,14.0,Female,Ahmedabad,School_51,Higher Secondary,Arts,87.41,33,No
SID1027,Simran,,Female,Lucknow,School_66,Higher Secondary,Arts,58.01,44,Yes
SID1028,Neha,17.0,Others,Pune,School_87,Higher Secondary,Commerce,90.15,53,Noo
SID1029,Rohan,10.0,Others,Delhi,School_97,Secondary,,55.19,43,Yes
SID1030,Aditya,22.0,Male,Ahmedabad,School_15,Postgraduate,Science,63.8,49,No
SID1031,Aarav,,Others,Mumbai,School_75,Secondary,,85.63,51,No
SID1032,Simran,12.0,Others,Chennai,School_83,Primary,,52.33,38,No
SID1033,Priya,16.0,Others,Jaipur,School_75,Secondary,,38.23,59,No
SID1034,Simran,15.0,Female,Mumbai,School_97,Higher Secondary,Engineering,47.5,47,Yes
SID1035,Aryan,14.0,Male,Delhi,School_98,Primary,,42.51,27,No
SID1036,Ishita,10.0,Others,Chennai,School_64,Higher Secondary,Commerce,45.54,53,Yes
SID1037,Priya,17.0,Others,Lucknow,School_48,Primary,,66.81,36,No
SID1038,Aryan,19.0,Female,Delhi,School_15,Higher Secondary,Commerce,71.53,60,Yes
SID1039,Simran,6.0,Male,Hyderabad,School_44,Undergraduate,Arts,81.87,59,No
SID1040,Priya,20.0,Male,Delhi,School_75,Secondary,,,20,Yes
SID1041,Pooja,17.0,Others,Delhi,School_78,Secondary,,99.87,40,No
SID1042,Aryan,11.0,Others,Mumbai,School_2,Primary,,60.53,42,Yes
SID1043,Neha,22.0,Male,Lucknow,School_56,Undergraduate,Arts,81.31,44,Yes
SID1044,Ishita,6.0,Female,Chennai,School_12,Undergraduate,Science,92.78,45,Yes
SID1045,Aarav,11.0,Others,Ahmedabad,School_63,Primary,,,51,Yes
SID1046,Rohan,20.0,Female,Lucknow,School_59,Secondary,,57.53,22,No
SID1047,Aditya,17.0,Others,Lucknow,School_49,Undergraduate,Arts,71.09,42,No
SID1048,Aarav,7.0,Female,Mumbai,School_95,Primary,,91.76,57,Yes
SID1049,Karan,19.0,Female,Pune,School_13,Primary,,37.56,55,No
SID1050,Karan,6.0,Male,Lucknow,School_57,Undergraduate,Commerce,39.59,41,Yes
SID1051,Aryan,7.0,Female,Kolkata,School_11,Undergraduate,Science,93.62,42,Yes
SID1052,Priya,8.0,Female,Delhi,School_44,Postgraduate,Science,38.79,29,Yes
SID1053,Karan,9.0,Male,Pune,School_43,Postgraduate,Medical,77.0,20,Yes
SID1054,Simran,15.0,Others,Kolkata,School_61,Postgraduate,Medical,51.47,46,No
SID1055,Ishita,10.0,Female,Chennai,School_44,Undergraduate,Engineering,49.85,47,Yes
SID1056,Rohan,8.0,Male,Lucknow,School_31,Undergraduate,Commerce,53.21,31,No
SID1057,Aditya,23.0,Male,Mumbai,School_41,Postgraduate,Engineering,90.14,32,No
SID1058,Pooja,7.0,Others,Kolkata,School_47,Secondary,,57.75,46,Yes
SID1059,Ishita,15.0,Male,Bangalore,School_14,Secondary,,73.47,25,Yes
SID1060,Aarav,21.0,Male,Chennai,School_39,Primary,,,23,No
SID1061,Simran,9.0,Male,Hyderabad,School_31,Secondary,,36.69,22,Yes
SID1062,Rohan,20.0,Female,Delhi,School_22,Undergraduate,Arts,62.58,45,No
SID1063,Aarav,20.0,Others,Jaipur,School_27,Undergraduate,Engineering,64.6,32,No
SID1064,Priya,14.0,Female,Lucknow,School_91,Secondary,,70.73,58,Yes
SID1065,Aditya,15.0,Female,Bangalore,School_48,Secondary,,54.79,59,No
SID1066,Ishita,18.0,Female,Kolkata,School_77,Primary,,69.73,56,No
SID1067,Pooja,13.0,Male,Chennai,School_66,Postgraduate,Commerce,45.72,54,No
SID1068,Ishita,19.0,Male,Chennai,School_14,Higher Secondary,Commerce,46.4,53,No
SID1069,Simran,16.0,Male,Kolkata,School_50,Undergraduate,Engineering,50.51,60,No
SID1070,Pooja,7.0,Male,Chennai,School_29,Secondary,,74.17,36,Yes
SID1071,Rohan,8.0,Male,Kolkata,School_30,Higher Secondary,Science,72.53,47,No
SID1072,Simran,13.0,Female,Kolkata,School_76,Higher Secondary,Arts,50.81,60,No
SID1073,Simran,21.0,Others,Jaipur,School_13,Secondary,,79.9,33,No
SID1074,Aryan,18.0,Male,Pune,School_18,Undergraduate,Arts,53.41,22,Yes
SID1075,Rohan,17.0,Male,Ahmedabad,School_85,Higher Secondary,Engineering,54.51,30,Yes
SID1076,Ishita,22.0,Female,Jaipur,School_77,Secondary,,35.66,52,Yes
SID1077,Ishita,8.0,Others,Bangalore,School_55,Primary,,72.78,45,Yes
SID1078,Ishita,10.0,Female,Bangalore,School_47,Undergraduate,Commerce,82.31,25,Yes
SID1079,Aryan,,Female,Delhi,School_39,Postgraduate,Arts,36.39,49,Yes
SID1080,Rohan,14.0,Others,Chennai,School_12,Postgraduate,Commerce,74.84,45,Yes
SID1081,Priya,21.0,Male,Ahmedabad,School_31,Secondary,,94.06,54,No
SID1082,Aryan,10.0,Others,Chennai,School_49,Higher Secondary,Commerce,87.12,47,Yes
SID1083,Priya,6.0,Othrs,Chennai,School_87,Higher Secondary,Medical,59.52,21,Yes
SID1084,Ishita,14.0,Female,Chennai,School_94,Undergraduate,Commerce,85.59,20,No
SID1085,Karan,14.0,Others,Delhi,School_43,Secondary,,52.93,29,Yes
SID1086,Aryan,10.0,Male,Hyderabad,School_48,Postgraduate,Engineering,73.33,58,Yes
SID1087,Ishita,15.0,Others,Pune,School_73,Secondary,,59.27,36,No
SID1088,Rohan,6.0,Male,Hyderabad,School_4,Postgraduate,Commerce,65.72,47,No
SID1089,Karan,7.0,Female,Kolkata,School_4,Postgraduate,Medical,48.74,59,No
SID1090,Aditya,13.0,Others,Lucknow,School_44,Postgraduate,Commerce,55.88,60,Yes
SID1091,Priya,10.0,Female,Lucknow,School_75,Secondary,,36.71,37,Yes
SID1092,Karan,14.0,Female,Lucknow,School_15,Undergraduate,Science,,42,Yes
SID1093,Simran,6.0,Female,Delhi,School_59,Secondary,,43.6,27,Yes
SID1094,Priya,,Male,Mumbai,School_15,Secondary,,94.81,33,No
SID1095,Ishita,7.0,Male,Bangalore,School_14,Primary,,96.19,47,No
SID1096,Aryan,8.0,Male,Lucknow,School_71,Higher Secondary,Science,95.77,28,No
SID1097,Neha,14.0,Female,Mumbai,School_38,Undergraduate,Commerce,42.42,24,Yes
SID1098,Aryan,22.0,Others,Kolkata,School_92,Higher Secondary,Medical,39.69,38,No
SID1099,Aditya,9.0,Male,Jaipur,School_61,Higher Secondary,Engineering,60.85,33,No
SID1100,Neha,7.0,Female,Delhi,School_58,Undergraduate,Arts,85.72,44,Yes
SID1101,Neha,20.0,Others,Ahmedabad,School_69,Undergraduate,Medical,94.36,40,No
SID1102,Neha,18.0,Female,Chennai,School_39,Secondary,,82.44,34,Yes
SID1103,Pooja,23.0,Male,Mumbai,School_62,Primary,,70.74,46,Yes
SID1104,Ishita,16.0,Others,Hyderabad,School_29,Postgraduate,Science,59.53,48,Yess
SID1105,Aditya,15.0,Others,Pune,School_13,Postgraduate,Medical,59.56,39,No
SID1106,Priya,7.0,Female,Hyderabad,School_67,Undergraduate,Medical,97.39,30,No
SID1107,Aditya,23.0,Male,Bangalore,School_18,Primary,,88.48,39,No
SID1108,Neha,18.0,Male,Ahmedabad,School_89,Primary,,42.14,23,No
SID1109,Ishita,,Female,Pune,School_1,Higher Secondary,Engineering,88.21,26,No
SID1110,Aryan,10.0,Male,Lucknow,School_30,Undergraduate,Commerce,42.65,56,Yes
SID1111,Aryan,13.0,Others,Delhi,School_82,Higher Secondary,Commerce,56.76,31,Yes
SID1112,Simran,15.0,Male,Delhi,School_34,Undergraduate,Commerce,54.87,29,Yes
SID1113,Ishita,21.0,Others,Kolkata,School_37,Primary,,,34,Yes
SID1114,Pooja,23.0,Female,Pune,School_1,Postgraduate,Science,96.71,52,Yes
SID1115,Karan,9.0,Male,Ahmedabad,School_37,Higher Secondary,Science,88.54,42,No
SID1116,Pooja,15.0,Others,Chennai,School_21,Secondary,,70.32,38,No
SID1117,Karan,9.0,Female,Bangalore,School_73,Primary,,66.02,31,Yes
SID1118,Priya,22.0,Male,Delhi,School_48,Higher Secondary,Medical,66.61,59,No
SID1119,Ishita,8.0,Others,Bangalore,School_45,Higher Secondary,Medical,73.88,25,No
SID1120,Karan,7.0,Female,Pune,School_3,Undergraduate,Arts,50.26,22,No
SID1121,Rohan,22.0,Male,Mumbai,School_17,Undergraduate,Commerce,92.93,21,No
SID1122,Rohan,10.0,Female,Chennai,School_42,Higher Secondary,Commerce,48.07,58,No
SID1123,Rohan,7.0,Female,Hyderabad,School_74,Primary,,37.65,22,Yes
SID1124,Simran,22.0,Female,Mumbai,School_22,Secondary,,50.91,33,No
SID1125,Simran,20.0,Male,Chennai,School_70,Primary,,54.98,42,No
SID1126,Priya,15.0,Male,Chennai,School_99,Higher Secondary,Medical,36.21,54,Yes
SID1127,Aditya,13.0,Others,Delhi,School_94,Undergraduate,Medical,99.17,25,Yes
SID1128,Priya,10.0,Others,Kolkata,School_78,Postgraduate,Medical,72.87,51,Yes
SID1129,Priya,24.0,Male,Chennai,School_92,Postgraduate,Medical,42.96,36,Yes
SID1130,Karan,,Others,Ahmedabad,School_79,Secondary,,,21,No
SID1131,Priya,15.0,Male,Ahmedabad,School_73,Secondary,,77.03,56,Yes
SID1132,Aryan,10.0,Female,Pune,School_28,Secondary,,89.01,45,No
SID1133,Pooja,18.0,Male,Pune,School_67,Secondary,,40.64,31,Yes
SID1134,Rohan,13.0,Others,Lucknow,School_77,Postgraduate,Commerce,39.38,52,Yes
SID1135,Karan,7.0,Male,Kolkata,School_59,Primary,,69.2,42,Yes
SID1136,Neha,20.0,Female,Pune,School_34,Undergraduate,Commerce,72.97,55,No
SID1137,Ishita,12.0,Female,Pune,School_67,Secondary,,74.44,56,No
SID1138,Aarav,20.0,Others,Kolkata,School_67,Secondary,,57.44,55,Yes
SID1139,Simran,8.0,Female,Lucknow,School_58,Postgraduate,Medical,63.95,38,Yes
SID1140,Aarav,24.0,Female,Bangalore,School_53,Secondary,,43.49,46,No
SID1141,Neha,10.0,Others,Delhi,School_71,Secondary,,89.07,25,No
SID1142,Aditya,21.0,Others,Jaipur,School_65,Postgraduate,Commerce,56.54,29,No
SID1143,Simran,10.0,Female,Lucknow,School_89,Primary,,50.21,41,Yes
SID1144,Karan,6.0,Others,Ahmedabad,School_43,Primary,,65.54,33,No
SID1145,Aditya,9.0,Others,Hyderabad,School_80,Postgraduate,Commerce,44.54,46,Yes
SID1146,Simran,13.0,Others,Bangalore,School_72,Higher Secondary,Medical,83.11,45,No
SID1147,Priya,10.0,Female,Hyderabad,School_64,Postgraduate,Engineering,41.46,24,No
SID1148,Rohan,14.0,Others,Lucknow,School_76,Secondary,,79.67,59,Yes
SID1149,Simran,20.0,Male,Lucknow,School_75,Higher Secondary,Arts,88.99,58,Yes
SID1150,Aditya,20.0,Female,Jaipur,School_71,Higher Secondary,Science,86.46,48,Yes
SID1151,Ishita,20.0,Others,Delhi,School_66,Primary,,83.9,45,Yes
SID1152,Karan,17.0,Female,Pune,School_22,Undergraduate,Engineering,66.0,37,Yes
SID1153,Ishita,16.0,Male,Kolkata,School_89,Secondary,,75.03,50,No
SID1154,Priya,20.0,Female,Pune,School_38,Undergraduate,Medical,57.85,56,Yes
SID1155,Aryan,22.0,Male,Jaipur,School_92,Undergraduate,Medical,37.62,20,Yes
SID1156,Simran,23.0,Male,Kolkata,School_12,Secondary,,74.5,57,Yes
SID1157,Neha,23.0,Female,Bangalore,School_92,Postgraduate,Commerce,86.82,52,No
SID1158,Aarav,22.0,Others,Kolkata,School_65,Postgraduate,Commerce,41.77,29,No
SID1159,Pooja,9.0,Female,Jaipur,School_50,Higher Secondary,Engineering,36.03,58,Yes
SID1160,Aryan,10.0,Others,Jaipur,School_26,Secondary,,83.43,52,No
SID1161,Ishita,16.0,Others,Delhi,School_78,Secondary,,97.1,49,No
SID1162,Aryan,24.0,Others,Hyderabad,School_24,Postgraduate,Science,72.86,58,Yes
SID1163,Aryan,23.0,Others,Lucknow,School_31,Undergraduate,Engineering,93.91,37,Yes
SID1164,Rohan,20.0,Others,Pune,School_42,Higher Secondary,Medical,37.7,21,Yes
SID1165,Priya,11.0,Male,Bangalore,School_67,Higher Secondary,Medical,65.02,32,No
SID1166,Neha,22.0,Others,Mumbai,School_20,Secondary,,82.67,57,Yes
SID1167,Rohan,8.0,Male,Ahmedabad,School_31,Undergraduate,Medical,81.51,23,Yes
SID1168,Pooja,,Female,Delhi,School_9,Primary,,59.74,22,Yes
SID1169,Aarav,13.0,Female,Lucknow,School_96,Postgraduate,Science,40.64,43,Yes
SID1170,Simran,18.0,Male,Jaipur,School_66,Primary,,44.8,41,No
SID1171,Aryan,19.0,Male,Delhi,School_76,Undergraduate,Arts,70.94,21,No
SID1172,Rohan,6.0,Others,Pune,School_97,Postgraduate,Engineering,92.73,58,Yes
SID1173,Aditya,21.0,Others,Pune,School_49,Postgraduate,Medical,58.54,58,Yes
SID1174,Aarav,17.0,Female,Hyderabad,School_20,Undergraduate,Commerce,80.7,39,Yes
SID1175,Ishita,17.0,Others,Lucknow,School_66,Postgraduate,Commerce,43.53,43,No
SID1176,Rohan,11.0,Others,Pune,School_3,Higher Secondary,Science,40.11,39,No
SID1177,Karan,18.0,Male,Lucknow,School_26,Primary,,97.14,36,No
SID1178,Rohan,20.0,Male,Jaipur,School_43,Postgraduate,Science,63.39,41,No
SID1179,Aditya,22.0,Female,Mumbai,School_87,Undergraduate,Science,75.0,26,Yes
SID1180,Neha,,Others,Jaipur,School_25,Postgraduate,Engineering,61.04,30,No
SID1181,Aarav,23.0,Others,Hyderabad,School_25,Higher Secondary,Arts,51.12,57,Yes
SID1182,Aditya,7.0,Female,Lucknow,School_21,Secondary,,95.78,34,No
SID1183,Priya,16.0,Others,Lucknow,School_76,Secondary,,74.3,22,Yes
SID1184,Karan,9.0,Others,Chennai,School_88,Primary,,66.64,32,No
SID1185,Simran,15.0,Female,Pune,School_5,Higher Secondary,Medical,47.09,48,Yes
SID1186,Simran,21.0,Others,Mumbai,School_57,Higher Secondary,Commerce,39.56,23,Yes
SID1187,Karan,6.0,Male,Pune,School_88,Secondary,,74.45,29,Yes
SID1188,Aryan,11.0,Others,Lucknow,School_38,Postgraduate,Arts,67.26,54,No
SID1189,Pooja,21.0,Female,Bangalore,School_19,Undergraduate,Commerce,66.61,31,Yes
SID1190,Neha,,Others,Kolkata,School_45,Higher Secondary,Medical,77.1,39,Yes
SID1191,Karan,18.0,Male,Lucknow,School_92,Primary,,44.18,50,No
SID1192,Aarav,11.0,Others,Lucknow,School_99,Postgraduate,Commerce,46.13,52,No
SID1193,Ishita,14.0,Female,Lucknow,School_57,Secondary,,94.59,54,Yes
SID1194,Ishita,15.0,Others,Chennai,School_77,Higher Secondary,Medical,89.1,43,Yess
SID1195,Neha,7.0,Male,Lucknow,School_72,Undergraduate,Engineering,59.02,29,No
SID1196,Aryan,19.0,Male,Jaipur,School_59,Undergraduate,Science,72.18,32,No
SID1197,Rohan,19.0,Male,Kolkata,School_79,Higher Secondary,Medical,64.9,42,No
SID1198,Karan,18.0,Others,Ahmedabad,School_26,Primary,,58.41,44,Yes
SID1199,Priya,10.0,Female,Bangalore,School_49,Secondary,,46.62,41,Noo
SID1200,Ishita,13.0,Others,Pune,School_97,Secondary,,98.33,50,No
SID1201,Karan,13.0,Others,Ahmedabad,School_96,Higher Secondary,Commerce,43.41,45,Yes
SID1202,Rohan,,Female,Kolkata,School_57,Primary,,37.92,28,Yes
SID1203,Priya,7.0,Female,Jaipur,School_91,Primary,,41.4,44,No
SID1204,Neha,,Others,Ahmedabad,School_46,Postgraduate,Arts,51.52,54,No
SID1205,Aarav,,Female,Ahmedabad,School_31,Postgraduate,Science,77.29,29,Yes
SID1206,Aarav,10.0,Others,Hyderabad,School_27,Higher Secondary,Commerce,47.56,32,No
SID1207,Karan,15.0,Female,Hyderabad,School_25,Secondary,,89.51,49,Yes
SID1208,Aditya,8.0,Female,Chennai,School_73,Higher Secondary,Medical,57.79,44,No
SID1209,Aditya,17.0,Male,Mumbai,School_96,Higher Secondary,Science,43.47,48,No
SID1210,Aryan,13.0,Female,Ahmedabad,School_39,Undergraduate,Science,92.69,29,Yes
SID1211,Ishita,11.0,Female,Jaipur,School_87,Undergraduate,Science,35.3,43,No
SID1212,Karan,6.0,Others,Bangalore,School_91,Secondary,,68.73,51,Yes
SID1213,Priya,13.0,Male,Delhi,School_61,Higher Secondary,Science,36.4,38,Yes
SID1214,Ishita,12.0,Male,Mumbai,School_98,Primary,,79.43,25,No
SID1215,Rohan,15.0,Others,Kolkata,School_33,Higher Secondary,Arts,68.97,35,No
SID1216,Aarav,13.0,Others,Hyderabad,School_23,Undergraduate,Medical,53.06,20,Yes
SID1217,Priya,11.0,Others,Lucknow,School_95,Secondary,,46.71,20,No
SID1218,Ishita,18.0,Others,Bangalore,School_92,Undergraduate,Engineering,55.51,42,Yes
SID1219,Simran,16.0,Others,Bangalore,School_8,Primary,,73.09,36,No
SID1220,Neha,,Male,Ahmedabad,School_94,Higher Secondary,Medical,71.25,29,Yes
SID1221,Aditya,10.0,Others,Pune,School_37,Undergraduate,Science,48.91,59,No
SID1222,Karan,7.0,Female,Jaipur,School_85,Undergraduate,Arts,,39,Yess
SID1223,Aryan,14.0,Female,Bangalore,School_34,Undergraduate,Commerce,70.0,43,Yes
SID1224,Pooja,9.0,Female,Bangalore,School_89,Secondary,,82.66,24,Yes
SID1225,Ishita,22.0,Female,Lucknow,School_14,Postgraduate,Medical,96.73,51,Yes
SID1226,Aryan,6.0,Others,Mumbai,School_54,Postgraduate,Medical,72.39,51,Yes
SID1227,Priya,22.0,Others,Pune,School_78,Postgraduate,Commerce,80.93,49,Yes
SID1228,Aditya,24.0,Male,Ahmedabad,School_27,Secondary,,89.89,56,Yes
SID1229,Aditya,16.0,Male,Pune,School_80,Higher Secondary,Medical,66.26,55,No
SID1230,Aryan,17.0,Others,Hyderabad,School_24,Undergraduate,Engineering,,30,No
SID1231,Aditya,8.0,Male,Delhi,School_42,Secondary,,40.25,48,Noo
SID1232,Priya,16.0,Male,Pune,School_82,Higher Secondary,Medical,79.83,43,No
SID1233,Priya,11.0,Female,Pune,School_15,Secondary,,47.83,30,Yes
SID1234,Aditya,21.0,Male,Lucknow,School_13,Postgraduate,Arts,46.15,24,Yes
SID1235,Priya,9.0,Male,Delhi,School_2,Undergraduate,Engineering,93.96,25,No
SID1236,Pooja,19.0,Male,Lucknow,School_13,Undergraduate,Engineering,36.67,57,No
SID1237,Simran,12.0,Others,Hyderabad,School_32,Undergraduate,Arts,84.25,31,Yes
SID1238,Pooja,24.0,Others,Jaipur,School_11,Primary,,63.38,27,Yes
SID1239,Simran,13.0,Male,Bangalore,School_30,Higher Secondary,Commerce,85.78,20,No
SID1240,Pooja,8.0,Female,Chennai,School_16,Secondary,,96.57,31,Yes
SID1241,Aarav,13.0,Female,Kolkata,School_26,Secondary,,57.48,59,Yes
SID1242,Aarav,22.0,Male,Pune,School_31,Higher Secondary,Commerce,53.2,33,No
SID1243,Aarav,15.0,Others,Delhi,School_10,Postgraduate,Engineering,39.04,35,Yes
SID1244,Ishita,12.0,Female,Kolkata,School_51,Primary,,73.58,21,No
SID1245,Ishita,24.0,Female,Jaipur,School_72,Postgraduate,Commerce,75.74,60,Yes
SID1246,Neha,15.0,Male,Hyderabad,School_3,Secondary,,87.53,23,No
SID1247,Karan,12.0,Others,Kolkata,School_84,Undergraduate,Engineering,35.55,53,Yes
SID1248,Aarav,14.0,Male,Delhi,School_22,Higher Secondary,Commerce,73.06,47,Yes
SID1249,Aryan,20.0,Others,Bangalore,School_96,Higher Secondary,Arts,75.93,60,No
SID1250,Aarav,18.0,Female,Mumbai,School_73,Postgraduate,Arts,76.52,22,Yes
SID1251,Rohan,7.0,Female,Lucknow,School_97,Postgraduate,Arts,67.74,49,No
SID1252,Karan,6.0,Others,Mumbai,School_12,Higher Secondary,Arts,67.9,54,No
SID1253,Rohan,18.0,Others,Hyderabad,School_14,Primary,,36.42,36,No
SID1254,Karan,15.0,Male,Jaipur,School_91,Postgraduate,Science,39.06,22,Yes
SID1255,Neha,12.0,Male,Jaipur,School_36,Undergraduate,Science,47.77,36,Yes
SID1256,Neha,18.0,Female,Mumbai,School_64,Secondary,,95.2,42,Yes
SID1257,Priya,20.0,Others,Jaipur,School_32,Primary,,91.53,25,No
SID1258,Ishita,,Mle,Mumbai,School_40,Postgraduate,Science,70.97,47,Yes
SID1259,Ishita,11.0,Male,Ahmedabad,School_34,Primary,,88.74,31,No
SID1260,Priya,20.0,Female,Mumbai,School_29,Secondary,,69.84,29,Yes
SID1261,Rohan,,Others,Kolkata,School_38,Primary,,83.36,47,No
SID1262,Priya,24.0,Others,Delhi,School_48,Higher Secondary,Medical,94.34,30,No
SID1263,Priya,15.0,Others,Delhi,School_68,Postgraduate,Medical,40.04,37,No
SID1264,Karan,15.0,Male,Lucknow,School_27,Postgraduate,Medical,37.59,56,Noo
SID1265,Neha,14.0,Others,Pune,School_79,Postgraduate,Commerce,38.45,54,Yes
SID1266,Simran,12.0,Others,Hyderabad,School_2,Postgraduate,Arts,40.08,48,Yes
SID1267,Aditya,13.0,Female,Chennai,School_78,Undergraduate,Arts,65.59,40,No
SID1268,Priya,24.0,Others,Mumbai,School_21,Undergraduate,Medical,64.73,60,Yes
SID1269,Priya,17.0,Others,Mumbai,School_98,Postgraduate,Science,37.77,53,Yes
SID1270,Simran,7.0,Male,Hyderabad,School_60,Secondary,,71.04,59,Yes
SID1271,Karan,12.0,Female,Ahmedabad,School_3,Primary,,73.58,24,No
SID1272,Aarav,12.0,Others,Delhi,School_81,Postgraduate,Science,49.24,29,Yes
SID1273,Rohan,9.0,Others,Pune,School_46,Secondary,,75.97,47,No
SID1274,Aditya,7.0,Others,Lucknow,School_69,Primary,,50.54,46,Yes
SID1275,Ishita,12.0,Male,Mumbai,School_13,Primary,,92.54,21,Yes
SID1276,Ishita,22.0,Male,Mumbai,School_70,Postgraduate,Arts,43.05,57,No
SID1277,Aryan,13.0,Others,Pune,School_26,Primary,,80.09,55,Yes
SID1278,Karan,16.0,Female,Lucknow,School_55,Primary,,37.07,37,Yes
